prickles	prickle
reintegrated	reintegrate
squawking	squawk
tipped	tip
assuaging	assuage
steeds	steed
supplicates	supplicate
cryopreservations	cryopreservation
exoskeletons	exoskeleton
testaments	testament
belonging	belong
severing	sever
emeries	emery
quarantining	quarantine
diagnoses	diagnose
dreading	dread
fourth	4
actuaries	actuary
fattens	fatten
drags	drag
packaging	package
prisoners	prisoner
telexing	telex
enrolling	enroll
windlasses	windlass
exchanging	exchange
thalassaemias	thalassaemia
multi-tasks	multi-task
smashing	smash
solemner	solemn
spinnakers	spinnaker
substituted	substitute
re-editing	re-edit
branchier	branchy
resurrecting	resurrect
re-enforced	re-enforce
outspreading	outspread
snaked	snake
levees	levee
over-expressions	over-expression
knaves	knave
submersibles	submersible
footnotes	footnote
springboards	springboard
inaugurations	inauguration
diversifying	diversify
skipping	skip
cackling	cackle
nuthatches	nuthatch
megs	meg
particularizes	particularize
curries	curry
meristems	meristem
competing	compete
shortening	shorten
tardiest	tardy
slowing	slow
wakefields	wakefield
pleasers	pleaser
sniffled	sniffle
rattans	rattan
shoulders	shoulder
manoeuvrings	manoeuvring
lodgements	lodgement
radioing	radio
cynicisms	cynicism
languishing	languish
moieties	moiety
boobed	boob
exfoliating	exfoliate
corbeling	corbel
idled	idle
surfers	surfer
yards	yard
jerkiest	jerky
misconstrued	misconstrue
removes	remove
redshanks	redshank
swaggered	swagger
whizzed	whizz
comebacks	comeback
outfitted	outfit
meandered	meander
decoupled	decouple
squarest	square
larding	lard
mitred	mitre
interrupters	interrupter
productivities	productivity
phlogistons	phlogiston
guide-lines	guide-line
divulged	divulge
dutchmen	dutchman
microtomes	microtome
studding	stud
summarisations	summarisation
satisfied	satisfy
cracked	crack
countersunk	countersink
solenoids	solenoid
aborting	abort
pre-paying	pre-pay
macrolides	macrolide
re-elects	re-elect
soyabeans	soyabean
wrong-footing	wrong-foot
chewing	chew
belles	belle
excerpted	excerpt
streamed	stream
royalister	royalist
dissatisfies	dissatisfy
bluebells	bluebell
stadiums	stadium
decimalizes	decimalize
compartmentalized	compartmentalize
maximizes	maximize
taches	tache
rands	rand
boats	boat
pin-ups	pin-up
hand-luggaging	hand-luggage
caimans	caiman
bookcases	bookcase
sandcastles	sandcastle
gold-plating	gold-plate
scratchcards	scratchcard
dinucleotides	dinucleotide
prerogatives	prerogative
scrams	scram
distracting	distract
slims	slim
sprouted	sprout
absents	absent
molluscs	mollusc
throes	throe
shining	shine
incentivised	incentivise
sturdier	sturdy
cooperages	cooperage
day-trippers	day-tripper
brominated	brominate
pre-filled	pre-fill
sheathed	sheathe
dises	dis
ales	ale
theatregoers	theatregoer
programed	program
re-joining	re-join
kick-offed	kick-off
scowling	scowl
flared	flare
resprayed	respray
anthologies	anthology
sauteed	saute
miasmata	miasma
pioneering	pioneer
dustbins	dustbin
interrogates	interrogate
midsections	midsection
syndicalists	syndicalist
forceps	forcep
biologics	biologic
dovetailed	dovetail
dossing	doss
hectometres	hectometre
breakfasting	breakfast
genderings	gendering
lampshades	lampshade
strongmen	strongman
radars	radar
cocked	cock
claimants	claimant
awakes	awake
spays	spay
booming	boom
lauding	laud
feasting	feast
relays	relay
underrates	underrate
reprobates	reprobate
elucidates	elucidate
redistributed	redistribute
piggeries	piggery
strangling	strangle
operationalized	operationalize
viscera	viscus
occurring	occur
double-deckers	double-decker
paralytics	paralytic
unfurled	unfurl
florists	florist
protects	protect
halls	hall
portae	porta
controversies	controversy
packhorses	packhorse
magistracies	magistracy
yeomen	yeoman
massifs	massif
straggling	straggle
dues	due
signalising	signalise
conciliators	conciliator
seniorities	seniority
best	well
anodizes	anodize
sweetened	sweeten
gaging	gage
constituting	constitute
gesticulates	gesticulate
pallbearers	pallbearer
corroding	corrode
fullerenes	fullerene
stagnates	stagnate
bolstering	bolster
vanquished	vanquish
furtherst	further
recapitulating	recapitulate
intensifiers	intensifier
descaled	descale
processors	processor
conditioners	conditioner
outreaches	outreach
reengineers	reengineer
chasms	chasm
props	prop
tummies	tummy
risers	riser
options	option
pressing	press
objectives	objective
geldings	gelding
disposes	dispose
underreports	underreport
moms	mom
protruding	protrude
anoraks	anorak
polecats	polecat
self-interests	self-interest
folks	folk
lulls	lull
bollards	bollard
mealworms	mealworm
cupboards	cupboard
pains	pain
pawned	pawn
pursuing	pursue
inbreeding	inbreed
updates	update
jolting	jolt
dearer	dear
rowans	rowan
elated	elate
counsels	counsel
shunts	shunt
enemies	enemy
staid	stay
overpasses	overpass
airbags	airbag
hatching	hatch
awns	awn
solids	solid
fornicated	fornicate
bristliest	bristly
outcrossing	outcross
understood	understand
perches	perch
benzoyls	benzoyl
chidden	chide
encysted	encyst
danes	dane
taffies	taffy
caricatured	caricature
prophetesss	prophetess
doormats	doormat
maria	mare
leavers	leaver
co-investigators	co-investigator
galling	gall
bugs	bug
forewarned	forewarn
thwacked	thwack
necklaces	necklace
distilled	distill
paraproteins	paraprotein
mispronounced	mispronounce
conversing	converse
networking	network
congratulates	congratulate
transitions	transition
routing	rout
bulldogs	bulldog
avails	avail
gis	gi
appliques	applique
warned	warn
exclusivists	exclusivist
abhorring	abhor
tolerating	tolerate
swerves	swerve
wised	wise
conventions	convention
togas	toga
trammels	trammel
side-chains	side-chain
determining	determine
rejoined	rejoin
fins	fin
adsorbers	adsorber
armatures	armature
legitimated	legitimate
gears	gear
palled	pal
boosters	booster
spits	spit
recessed	recess
intoning	intone
clouts	clout
trouts	trout
de-activated	de-activate
consisteding	consisted
collates	collate
smokehouses	smokehouse
precautions	precaution
franchising	franchise
cross-questioned	cross-question
devastates	devastate
frisked	frisk
looping	loop
industrials	industrial
tenses	tense
pimping	pimp
extroverts	extrovert
homeworks	homework
secrets	secret
bakeries	bakery
lactates	lactate
transmitters	transmitter
cercariae	cercaria
fellowships	fellowship
oriented	orient
reiterates	reiterate
neurones	neurone
duplicating	duplicate
self-analyses	self-analysis
charlestons	charleston
distaffs	distaff
studded	stud
faces	face
freesias	freesia
despotisms	despotism
divvies	divvy
slobs	slob
gooiest	gooey
linctuses	linctus
particularises	particularise
citadels	citadel
interacted	interact
ached	ache
occupiers	occupier
thought-criminals	thought-criminal
gauzier	gauzy
plosives	plosive
encysts	encyst
harmonics	harmonic
conspirators	conspirator
strangulates	strangulate
oceanographers	oceanographer
antlers	antler
psychoanalysed	psychoanalyse
pile-ups	pile-up
upbraids	upbraid
re-directs	re-direct
abruptions	abruption
re-emerged	re-emerge
functionaries	functionary
linearises	linearise
deportments	deportment
dript	drip
crafts	craft
concordances	concordance
nimblest	nimble
shocks	shock
wrasses	wrasse
foresaw	foresee
holding	hold
mellower	mellow
devils	devil
buries	bury
seismograms	seismogram
great-grandfathers	great-grandfather
stigmas	stigma
grosser	gross
gallons	gallon
itemizes	itemize
discontinuities	discontinuity
roaches	roach
cancellations	cancellation
multipoles	multipole
halves	half
redwings	redwing
sues	sue
redisplayed	redisplay
litigated	litigate
depleted	deplete
non-users	non-user
directing	direct
broads	broad
breadfruits	breadfruit
facemasks	facemask
remaindered	remainder
audiences	audience
antiviruses	antivirus
sounds	sound
scrammed	scram
commiserated	commiserate
verniers	vernier
pharmacotherapies	pharmacotherapy
reburied	rebury
denies	deny
re-launches	re-launch
contorts	contort
confiscated	confiscate
rotisseries	rotisserie
artists	artist
snobbier	snobby
traumatizing	traumatize
regurgitates	regurgitate
dawning	dawn
ramparts	rampart
wastes	waste
pacers	pacer
scandals	scandal
pawing	paw
freed	free
homomorphisms	homomorphism
full-times	full-time
barotraumata	barotrauma
reprogramming	reprogramme
misconducting	misconduct
paltriest	paltry
retrenches	retrench
begrudging	begrudge
clapboards	clapboard
inversions	inversion
cytotoxics	cytotoxic
soupspoons	soupspoon
shredding	shred
sub-bottoms	sub-bottom
perfumers	perfumer
disorganized	disorganize
drilling	drill
meningiomas	meningioma
hydrolysing	hydrolyse
bests	best
mellowing	mellow
trombonists	trombonist
concealed	conceal
subjugated	subjugate
perquisites	perquisite
instals	instal
encashing	encash
wicks	wick
prevalences	prevalence
haciendas	hacienda
caeca	caecum
bagged	bag
blethering	blether
menstruating	menstruate
endorsements	endorsement
centre-forwards	centre-forward
wearers	wearer
leptons	lepton
criteria	criterium
palpates	palpate
reversers	reverser
parking	park
authenticates	authenticate
jawbones	jawbone
spokesmen	spokesman
wards	ward
cathedrals	cathedral
overdraws	overdraw
pondered	ponder
astonishing	astonish
puncta	punctum
bunched	bunch
obtained	obtain
grovelled	grovel
daisywheels	daisywheel
names	name
trompes	trompe
repeatabilities	repeatability
degeneracies	degeneracy
flabbergasts	flabbergast
expletives	expletive
conceived	conceive
versatilities	versatility
orthoses	orthosis
taxicabs	taxicab
two-timing	two-time
wafers	wafer
craftiest	crafty
downslopes	downslope
delaminating	delaminate
pulling	pull
downcasts	downcast
privatized	privatize
tosses	toss
pioneered	pioneer
tracheotomies	tracheotomy
juxtaposes	juxtapose
cads	cad
intellectuals	intellectual
warmest	warm
desks	desk
reaffirmations	reaffirmation
unsheathing	unsheathe
insincerities	insincerity
ellipses	ellipsis
culpae	culpa
dumbos	dumbo
outwore	outwear
hotter	hot
leaches	leach
curating	curate
mullahs	mullah
wrecked	wreck
reconciliations	reconciliation
modernises	modernise
aggressions	aggression
brocades	brocade
tools	tool
chamberlains	chamberlain
slashes	slash
undertaken	undertake
bids	bid
bobbed	bob
blathers	blather
freeze-drying	freeze-dry
coarser	coarse
lamenting	lament
boozers	boozer
hinged	hinge
attracting	attract
refreshments	refreshment
archiving	archive
hybridising	hybridise
epaulettes	epaulette
nineteenths	nineteenth
evensongs	evensong
botching	botch
chemotaxes	chemotaxis
haloes	halo
spirometries	spirometry
transgenders	transgender
critters	critter
balder	bald
superposing	superpose
rereads	reread
battle-axes	battle-axe
re-entering	re-enter
amniocenteses	amniocentesis
deerskins	deerskin
handkerchieves	handkerchief
carers	carer
adducting	adduct
trailed	trail
butlers	butler
lacking	lack
colds	cold
rods	rod
torsions	torsion
notables	notable
loathes	loathe
deckhands	deckhand
manors	manor
shuddering	shudder
exorcises	exorcise
amortising	amortise
outcries	outcry
emeses	emesis
perched	perch
booklets	booklet
counter-examples	counter-example
synecdoches	synecdoche
rebroadcasting	rebroadcast
cherishes	cherish
reminiscences	reminiscence
asphalted	asphalt
aggravates	aggravate
pitmans	pitman
sleepyheads	sleepyhead
aimed	aim
non-citizens	non-citizen
analyzers	analyzer
fossilising	fossilise
briefer	brief
fifty-sixth	56
diverted	divert
clammiest	clammy
re-invented	re-invent
beepers	beeper
jazzed	jazz
mitigated	mitigate
went	go
boldest	bold
caramels	caramel
countervailing	countervail
hungriest	hungry
pets	pet
interrogated	interrogate
chlorinating	chlorinate
unscrewing	unscrew
squirming	squirm
hacked	hack
subarrays	subarray
matriculating	matriculate
customisations	customisation
backdated	backdate
self-treatments	self-treatment
abducting	abduct
autopsies	autopsy
tacticians	tactician
tempi	tempus
anticardiolipins	anticardiolipin
sedations	sedation
stalkers	stalker
sequencing	sequence
outworking	outwork
nutting	nut
hotting	hot
hypersensitivities	hypersensitivity
suffixes	suffix
pre-dating	pre-date
declutched	declutch
regionalises	regionalise
non-players	non-player
kipped	kip
macroinvertebrates	macroinvertebrate
snowdrifts	snowdrift
relators	relator
anchoresses	anchoress
buskers	busker
flames	flame
brits	brit
factorisations	factorisation
loosenings	loosening
mincing	mince
masterpieces	masterpiece
iller	ill
motored	motor
syrupiest	syrupy
bestrewed	bestrew
enclosures	enclosure
half-times	half-time
angrier	angry
truckers	trucker
subrogated	subrogate
ingredients	ingredient
rethinks	rethink
pancakes	pancake
sweller	swell
schizophrenias	schizophrenia
diatoms	diatom
preachings	preaching
courtships	courtship
calipered	caliper
subtended	subtend
cerebella	cerebellum
mins	min
recalculating	recalculate
wardens	warden
behaviors	behavior
custodies	custody
sportier	sporty
revascularisations	revascularisation
navigates	navigate
sequestrated	sequestrate
endows	endow
masturbates	masturbate
medicalises	medicalise
re-interpretations	re-interpretation
clouds	cloud
worshipped	worship
confinements	confinement
tribespeople	tribesperson
quoting	quote
expires	expire
curbed	curb
twitchers	twitcher
outstripped	outstrip
farmhouses	farmhouse
trousers	trouser
confounds	confound
counterattacking	counterattack
binds	bind
eyeliners	eyeliner
debts	debt
destabilized	destabilize
dared	dare
bursae	bursa
reappeared	reappear
rhombi	rhombus
flummoxed	flummox
formalisms	formalism
abstinences	abstinence
canonries	canonry
feminisms	feminism
dispensing	dispense
plasticities	plasticity
contenting	content
left-handeds	left-handed
spitfires	spitfire
condensing	condense
toads	toad
redrawing	redraw
skulks	skulk
miscalculated	miscalculate
aspirating	aspirate
bags	bag
castling	castle
shoehorned	shoehorn
spill-overs	spill-over
macrofossils	macrofossil
shearing	shear
keens	keen
redefines	redefine
pulsates	pulsate
subtracted	subtract
differs	differ
eras	era
seeps	seep
resurged	resurge
nudes	nude
hydroplanes	hydroplane
inductors	inductor
featherweights	featherweight
injectors	injector
wallowed	wallow
detectabilities	detectability
added	add
birthplaces	birthplace
trade-offs	trade-off
envisioned	envision
peripherallest	peripheral
aided	aid
tutoring	tutor
super-heroes	super-hero
straining	strain
boys	boy
biopesticides	biopesticide
experiences	experience
polyposes	polyposis
copulating	copulate
upraised	upraise
reflected	reflect
bladders	bladder
gunned	gun
coalesced	coalesce
sniveled	snivel
hottest	hot
steersmen	steersman
championships	championship
scrapies	scrapie
plagiarises	plagiarise
molesting	molest
abridgements	abridgement
gynecologies	gynecology
traumas	trauma
smartens	smarten
castings	casting
tendencies	tendency
ignoramuses	ignoramus
derating	derate
ascertaining	ascertain
airstrips	airstrip
predestined	predestine
vaster	vast
trawlers	trawler
tatamis	tatami
towelled	towel
drillers	driller
inclosures	inclosure
postponing	postpone
imams	imam
typewrites	typewrite
crosswords	crossword
hardier	hardy
obliterated	obliterate
evaporated	evaporate
hostesses	hostess
privatises	privatise
close-ups	close-up
reseating	reseat
militarises	militarise
superclasses	superclass
reignites	reignite
spelts	spelt
decrements	decrement
seizes	seize
reshapes	reshape
pestles	pestle
antenatals	antenatal
disrobed	disrobe
hewing	hew
facts	fact
dementing	dement
mouthwashes	mouthwash
latitudes	latitude
brokerages	brokerage
authors	author
retiring	retire
puffier	puffy
choughs	chough
sicker	sick
clippings	clipping
matches	match
midsts	midst
zeroing	zero
misfiring	misfire
mills	mill
revamped	revamp
ordinating	ordinate
begins	begin
folksongs	folksong
unionizes	unionize
ova	ovum
electrodes	electrode
mallets	mallet
cares	care
billeting	billet
organized	organize
grunted	grunt
organochlorines	organochlorine
planetaria	planetarium
crappier	crappy
hawkmoths	hawkmoth
toddled	toddle
firebrands	firebrand
rostering	roster
finalising	finalise
mands	mand
winging	wing
reestablishes	reestablish
afforested	afforest
rocketed	rocket
jaguars	jaguar
reckoners	reckoner
glimmering	glimmer
unfolding	unfold
watercourses	watercourse
sandiest	sandy
hicks	hick
proteolyses	proteolysis
yoghurts	yoghurt
sulphides	sulphide
precipices	precipice
beatitudes	beatitude
photosynthesises	photosynthesise
bisects	bisect
twentieth	20
tetrapods	tetrapod
stardoms	stardom
bios	bio
bore-holes	bore-hole
nutmegs	nutmeg
jokes	joke
pensioning	pension
tumbled	tumble
telemarketers	telemarketer
biorhythms	biorhythm
regrowths	regrowth
portioning	portion
airbeds	airbed
bridesmaids	bridesmaid
flourishing	flourish
lectureships	lectureship
adjacencies	adjacency
placed	place
cytochromes	cytochrome
blooms	bloom
emeralds	emerald
thinnesses	thinness
flecking	fleck
encouragers	encourager
reconstituting	reconstitute
fluctuated	fluctuate
uveitises	uveitis
upholding	uphold
sprayers	sprayer
modifying	modify
disbelievers	disbeliever
baffles	baffle
flaking	flake
dipsticks	dipstick
proselytises	proselytise
disturbances	disturbance
venues	venue
oversets	overset
velodromes	velodrome
muggings	mugging
chlorobenzenes	chlorobenzene
footways	footway
ethicists	ethicist
jockeying	jockey
sweetens	sweeten
upbraided	upbraid
wackier	wacky
orphans	orphan
outselling	outsell
yips	yip
dorms	dorm
hemoglobins	hemoglobin
pipetted	pipette
closest	close
purring	purr
wolf-whistled	wolf-whistle
blowpipes	blowpipe
colonizing	colonize
mums	mum
practitioners	practitioner
sterilizers	sterilizer
dls	dl
quintessences	quintessence
gumming	gum
baring	bare
allaying	allay
bankrupting	bankrupt
transfigurations	transfiguration
scuffed	scuff
naturalizes	naturalize
aerates	aerate
demonstrating	demonstrate
predating	predate
rebellions	rebellion
cheerier	cheery
comments	comment
monoplanes	monoplane
supermodels	supermodel
repressing	repress
faddiest	faddy
anesthesiologists	anesthesiologist
captioned	caption
burgesses	burgess
cookies	cooky
feeblest	feeble
blunter	blunt
raved	rave
rehearing	rehear
chilliest	chilly
satiring	satire
hires	hire
resurgences	resurgence
resorted	resort
optometrists	optometrist
subdues	subdue
re-counts	re-count
misplaced	misplace
desensitisations	desensitisation
half-terms	half-term
earmoulds	earmould
penalises	penalise
bamboozled	bamboozle
chews	chew
croissants	croissant
oestruses	oestrus
spins	spin
misstated	misstate
sounding	sound
gollies	golly
perishes	perish
bellowing	bellow
fes	fe
murderesses	murderess
highroads	highroad
rostra	rostrum
mealier	mealy
gunners	gunner
scalping	scalp
robots	robot
sizzled	sizzle
ratifies	ratify
hydrogens	hydrogen
ayes	aye
crummiest	crummy
dalmatians	dalmatian
forfeits	forfeit
gorillas	gorilla
befallen	befall
grassier	grassy
chauvinists	chauvinist
earns	earn
deconstructions	deconstruction
plumper	plump
dilates	dilate
swabbing	swab
submitted	submit
packages	package
hared	hare
enchanted	enchant
advisories	advisory
permanganates	permanganate
ruins	ruin
positioners	positioner
fliers	flier
picks	pick
vets	vet
needing	need
ritualised	ritualise
encyclicals	encyclical
sledge-hammers	sledgehammer
turbos	turbo
silencing	silence
harpies	harpy
chopping	chop
chagrining	chagrin
chargers	charger
comings	coming
edicts	edict
predictors	predictor
revolutionizing	revolutionize
gns	gn
galvanizes	galvanize
rates	rate
protozoons	protozoon
tormentils	tormentil
crystallising	crystallise
hedgehogs	hedgehog
classifies	classify
resected	resect
irradiated	irradiate
rhombuses	rhombus
novellas	novella
germ-lines	germ-line
accorded	accord
circulators	circulator
crowning	crown
enjoying	enjoy
undercurrents	undercurrent
logarithms	logarithm
relativized	relativize
muggier	muggy
repartees	repartee
labelled	label
yowled	yowl
rationalists	rationalist
bulwarks	bulwark
defecations	defecation
co-managed	co-manage
turnovers	turnover
causalities	causality
ratified	ratify
celts	celt
rarer	rare
ricochetting	ricochet
abortions	abortion
reconnoiters	reconnoiter
trigons	trigon
originators	originator
criminalising	criminalise
snicking	snick
fondles	fondle
impresses	impress
abdomina	abdomen
reacquainted	reacquaint
blennies	blenny
antecedents	antecedent
norths	north
enamored	enamor
night-times	night-time
salvos	salvo
phytoplanktons	phytoplankton
erythemas	erythema
brassieres	brassiere
fluoresceins	fluorescein
natterjacks	natterjack
guests	guest
stammering	stammer
vaguely	vague
testers	tester
flightier	flighty
emitters	emitter
clocking	clock
permuted	permute
data-sets	data-set
backflows	backflow
prosodies	prosody
radiotherapies	radiotherapy
tearooms	tearoom
sneakers	sneaker
slogged	slog
twenty-ninth	29
marketplaces	marketplace
insetted	inset
regains	regain
dyeing	dye
tripled	triple
willows	willow
reigned	reign
wiliest	wily
boarded	board
tiaras	tiara
dismounted	dismount
wilds	wild
aerodynamics	aerodynamic
poets	poet
haematomae	haematoma
re-elections	re-election
tousling	tousle
clarifies	clarify
moviegoers	moviegoer
conservers	conserver
groans	groan
containerised	containerise
arbours	arbour
totalling	total
inhaled	inhale
infixes	infix
medics	medic
aurae	aura
manikins	manikin
ionizations	ionization
katas	kata
ptarmigans	ptarmigan
martins	martin
counterinsurgencies	counterinsurgency
cross-breeds	cross-breed
misinterpretations	misinterpretation
deathliest	deathly
spinels	spinel
moons	moon
punks	punk
dignitaries	dignitary
phonies	phony
goodies	goodie
devitalising	devitalise
housemen	houseman
best-kept	well-kept
countersigning	countersign
go-getters	go-getter
staved	stave
impending	impend
snaps	snap
carpeting	carpet
immersed	immerse
conducing	conduce
stampeding	stampede
dozens	dozen
polyvinyls	polyvinyl
semblances	semblance
keeping	keep
highjacking	highjack
finishing	finish
transpositions	transposition
naevuses	naevus
mannoses	mannose
blackcurrants	blackcurrant
side-steps	side-step
carbonated	carbonate
affixing	affix
renounced	renounce
tinkled	tinkle
pledging	pledge
refurbished	refurbish
deflators	deflator
proves	prove
bushings	bushing
cinched	cinch
monkfishes	monkfish
subsists	subsist
irritated	irritate
annualised	annualise
terraced	terrace
note-cases	note-case
grooviest	groovy
impelling	impel
turnouts	turnout
half-hours	half-hour
americanizes	americanize
challenged	challenge
trickling	trickle
flagellating	flagellate
formalists	formalist
glanced	glance
soys	soy
zees	zee
recompiling	recompile
resettling	resettle
burnets	burnet
centrifuges	centrifuge
luteinized	luteinize
kittiwakes	kittiwake
customizing	customize
disproved	disprove
strategised	strategise
spoons	spoon
caps	cap
vainer	vain
butteries	buttery
eighty-first	81
giggles	giggle
nitrates	nitrate
cytosols	cytosol
incremented	increment
ketoses	ketosis
cooped	coop
re-assessments	re-assessment
additions	addition
freezings	freezing
ices	ice
preserves	preserve
bye-laws	bye-law
misguided	misguide
smugglers	smuggler
orgies	orgy
dynasties	dynasty
fixating	fixate
stalactites	stalactite
immunocompromises	immunocompromise
cortices	cortex
foamier	foamy
arts	art
trembled	tremble
spicier	spicy
groupies	groupie
saltiest	salty
debtors	debtor
liquifying	liquify
inking	ink
steeplejacks	steeplejack
expects	expect
rules	rule
federating	federate
sub-divisions	sub-division
remarketed	remarket
re-reads	re-read
granulomata	granuloma
projects	project
eskers	esker
readdressed	readdress
opposed	oppose
convenors	convenor
informed	inform
beleaguering	beleaguer
autos	auto
queening	queen
corkages	corkage
instrumentations	instrumentation
engendering	engender
horsewhipped	horsewhip
hypoplasias	hypoplasia
waylayed	waylay
decimates	decimate
centimes	centime
punted	punt
offenses	offense
urinals	urinal
closeted	closet
humourists	humourist
porcelains	porcelain
gooder	good
disproving	disprove
combining	combine
usurping	usurp
itemized	itemize
lupins	lupin
abbesses	abbess
nooses	noose
napped	nap
adolescents	adolescent
railways	railway
stenciled	stencil
compered	compere
ascendants	ascendant
cross-linking	cross-link
melodramas	melodrama
printings	printing
painted	paint
re-integrated	re-integrate
twinkles	twinkle
geishas	geisha
trundled	trundle
resorts	resort
soviets	soviet
coldest	cold
sprained	sprain
seventy-eighths	seventy-eighth
refuels	refuel
ballrooms	ballroom
diciest	dicey
unnerves	unnerve
defusing	defuse
part-timers	part-timer
moonstones	moonstone
bullseyes	bullseye
hoodwinks	hoodwink
sautes	saute
sacks	sack
monks	monk
tenors	tenor
similarities	similarity
inventorying	inventory
astronomers	astronomer
teachings	teaching
groaned	groan
smellier	smelly
basest	base
kois	koi
situates	situate
fiddles	fiddle
whined	whine
scalloping	scallop
lambing	lamb
over-payments	over-payment
scattering	scatter
misclassifying	misclassify
recalculations	recalculation
wingspans	wingspan
scorned	scorn
postulating	postulate
landmasses	landmass
publishings	publishing
reducers	reducer
campaigned	campaign
hyphenates	hyphenate
claps	clap
comforters	comforter
cross-bars	cross-bar
contests	contest
aggrieved	aggrieve
mutagenicities	mutagenicity
compendia	compendium
excitedly	excited
owes	owe
conquistadors	conquistador
decentralizing	decentralize
deliberations	deliberation
craws	craw
fictionalizing	fictionalize
confidantes	confidante
howlers	howler
litanies	litany
cholangiocarcinomas	cholangiocarcinoma
purities	purity
kaffirs	kaffir
stained	stain
ancestors	ancestor
meandering	meander
touts	tout
communes	commune
catholicisms	catholicism
lopped	lop
shortened	shorten
squalled	squall
shadings	shading
seqs	seq
quarrymen	quarryman
innovated	innovate
idlenesses	idleness
expropriated	expropriate
smoulders	smoulder
sharpshooters	sharpshooter
backdating	backdate
martyring	martyr
dupes	dupe
disclaimers	disclaimer
embarks	embark
solitaires	solitaire
desserts	dessert
recipients	recipient
self-limited	self-limit
handed	hand
clitorides	clitoris
knees-ups	knees-up
boring	bore
nostra	nostrum
chromatograms	chromatogram
inhaling	inhale
medicos	medico
re-attaches	re-attach
billys	billy
impinging	impinge
bivouaced	bivouac
oxycodones	oxycodone
prats	prat
screens	screen
euphorias	euphoria
enlightened	enlighten
unsaddles	unsaddle
anthers	anther
pulses	pulse
pittances	pittance
discerning	discern
soapflakes	soapflake
water-courses	water-course
captivating	captivate
patients	patient
suppressing	suppress
intercutting	intercut
pre-empts	pre-empt
reawakening	reawaken
snuggles	snuggle
complexions	complexion
paragons	paragon
cottages	cottage
oversupplies	oversupply
molehills	molehill
flutters	flutter
connived	connive
enameling	enamel
cornices	cornice
bewitches	bewitch
crossbreeds	crossbreed
cross-referencing	cross-reference
cresting	crest
revisions	revision
spectrophotometers	spectrophotometer
aloes	aloe
disci	discus
unstringing	unstring
winds	wind
upsweeps	upsweep
terrorised	terrorise
supposing	suppose
marauding	maraud
resending	resend
paid	pay
omnibuses	omnibus
semi-finals	semi-final
compos	compo
defoliants	defoliant
twists	twist
over-heated	over-heat
tumours	tumour
redefinitions	redefinition
mistaken	mistake
parallelizations	parallelization
heartiest	hearty
groomed	groom
homos	homo
chipboards	chipboard
scrunching	scrunch
bullying	bully
sunbathed	sunbathe
epics	epic
defrosts	defrost
shies	shy
xylophones	xylophone
scythes	scythe
bristles	bristle
weaners	weaner
joggled	joggle
canoeists	canoeist
perpetrators	perpetrator
skeletons	skeleton
harbors	harbor
accolades	accolade
ended	end
illumining	illumine
finalizes	finalize
baying	bay
hallucinations	hallucination
widest	wide
laded	lade
tries	try
assaying	assay
abler	able
lobs	lob
assimilated	assimilate
petitioners	petitioner
passed	pass
drollest	droll
coupons	coupon
violins	violin
scaliest	scaly
committals	committal
protists	protist
nags	nag
polemicists	polemicist
oos	oo
moored	moor
roommates	roommate
wiled	wile
quartermasters	quartermaster
pasteboards	pasteboard
sagittariuses	sagittarius
encircling	encircle
trams	tram
quick-freezes	quick-freeze
retakes	retake
preempts	preempt
fibromyalgias	fibromyalgia
transfections	transfection
mascarpones	mascarpone
dappled	dapple
filleted	fillet
appended	append
straws	straw
documenting	document
shouted	shout
reoffending	reoffend
comets	comet
inflatables	inflatable
wriggles	wriggle
transferred	transfer
bivouacs	bivouac
monthlies	monthly
sexes	sex
unveiling	unveil
victimises	victimise
video-discs	video-disc
noseyer	nosey
fictionalising	fictionalise
humanised	humanise
soli	solo
adjoined	adjoin
frightening	frighten
boohooed	boohoo
musicals	musical
metered	meter
sleetier	sleety
glowers	glower
gyri	gyrus
pedagogues	pedagogue
deconstructed	deconstruct
bitumens	bitumen
coach-and-fours	coach-and-four
fishier	fishy
kilowatts	kilowatt
defecates	defecate
seconds-in-command	second-in-command
subheadings	subheading
swivels	swivel
caroused	carouse
topographies	topography
memoirs	memoir
meditations	meditation
nystagmuses	nystagmus
wheatears	wheatear
couturiers	couturier
milieux	milieu
ambled	amble
appeases	appease
sluggards	sluggard
coiled	coil
psychos	psycho
nouveaux-riches	nouveau-riche
packagings	packaging
standoffs	standoff
dwarves	dwarf
unmanning	unman
regrowed	regrow
newsier	newsy
armfuls	armful
segregations	segregation
windbreaks	windbreak
houseflies	housefly
busted	bust
gestated	gestate
depraving	deprave
check-lists	check-list
apartheids	apartheid
leafleted	leaflet
renditions	rendition
pedigrees	pedigree
auditoria	auditorium
drawbacks	drawback
umbrae	umbra
frog-marched	frog-march
gastropods	gastropod
enmeshes	enmesh
coronae	corona
partnered	partner
mollycoddled	mollycoddle
explicating	explicate
mourns	mourn
motorised	motorise
insurers	insurer
theses	thesis
expositions	exposition
gastro-enteritides	gastro-enteritis
undercoats	undercoat
counterfactuals	counterfactual
mass-produces	mass-produce
recirculated	recirculate
re-enacts	re-enact
recombinations	recombination
pawed	paw
ders	der
influences	influence
depositors	depositor
glyphs	glyph
scrapbooks	scrapbook
diffusers	diffuser
repositioned	reposition
re-openings	re-opening
smears	smear
eccentricities	eccentricity
