prickles	prickle
advancements	advancement
pruners	pruner
beginning	begin
flowrates	flowrate
avalanched	avalanche
morns	morn
offenders	offender
wrangling	wrangle
stationmasters	stationmaster
restaurants	restaurant
anaesthetised	anaesthetise
maximums	maximum
acclimations	acclimation
rumouring	rumour
incapacitates	incapacitate
overthrows	overthrow
sycophants	sycophant
boogies	boogie
overcrowded	overcrowd
vitas	vita
ringers	ringer
nursemaids	nursemaid
actresses	actress
mastitides	mastitis
garbages	garbage
diversified	diversify
catholics	catholic
exploits	exploit
tiddlier	tiddly
wisecracks	wisecrack
prowling	prowl
notions	notion
thinner	thin
hyperthermias	hyperthermia
carotenoids	carotenoid
biogases	biogas
italians	italian
calabashes	calabash
deuces	deuce
chewing-gums	chewing-gum
searches	search
scarfs	scarf
mediations	mediation
miked	mike
inlays	inlay
torpedoed	torpedo
punching	punch
editors	editor
shunned	shun
politburos	politburo
talked	talk
wrung	wring
preordered	preorder
re-emerges	re-emerge
mainstreams	mainstream
mummified	mummify
irishmen	irishman
syntaxes	syntax
hoping	hope
niggling	niggle
ulcerates	ulcerate
cystitides	cystitis
conceptualizes	conceptualize
exhibitions	exhibition
wrapt	wrap
scaremongers	scaremonger
preterites	preterite
encomia	encomium
restaged	restage
flashier	flashy
residences	residence
pumps	pump
scoped	scope
jacquards	jacquard
millions	million
mattings	matting
keened	keen
drunker	drunk
perkiest	perky
tea-rooms	tea-room
discolored	discolor
imposters	imposter
windings	winding
blocked	block
bummers	bummer
cosier	cosy
elections	election
jackboots	jackboot
jibing	jibe
fostered	foster
chastising	chastise
fogs	fog
hawsers	hawser
stopovers	stopover
hormones	hormone
odors	odor
proms	prom
jibes	jibe
footpads	footpad
luminosities	luminosity
plummeting	plummet
desensitises	desensitise
seroconversions	seroconversion
greener	green
schemes	scheme
stranger	strange
denominating	denominate
curacies	curacy
rubbing	rub
pluckier	plucky
weightlifters	weightlifter
sickbeds	sickbed
maskers	masker
rinsed	rinse
pinioned	pinion
caregivers	caregiver
tracheae	trachea
listservers	listserver
circumscriptions	circumscription
ditching	ditch
clovers	clover
supplanted	supplant
reimposes	reimpose
highlanders	highlander
watercolours	watercolour
woozier	woozy
jaws	jaw
stage-managers	stage-manager
atomised	atomise
metamorphoses	metamorphose
generates	generate
amuses	amuse
paradigmata	paradigm
dedicates	dedicate
ratchets	ratchet
saved	save
spoken	speak
scions	scion
safe-conducts	safe-conduct
anticipating	anticipate
identifiers	identifier
chrysanthemums	chrysanthemum
stoppered	stopper
ostracized	ostracize
expedients	expedient
corking	cork
pre-heated	pre-heat
mimes	mime
stilting	stilt
idolises	idolise
launches	launch
squattest	squat
desists	desist
overdriven	overdrive
pummels	pummel
gravediggers	gravedigger
dentitions	dentition
foghorns	foghorn
perceives	perceive
habitants	habitant
glitzier	glitzy
bedouins	bedouin
broilers	broiler
fettles	fettle
stevedores	stevedore
systematized	systematize
screws	screw
antagonisms	antagonism
tawdriest	tawdry
demobbed	demob
higher	high
vegetations	vegetation
ensconcing	ensconce
re-orients	re-orient
swigged	swig
mottled	mottle
trilbies	trilby
bandings	banding
chromatins	chromatin
elating	elate
prepays	prepay
signboards	signboard
cadavera	cadaver
confirmed	confirm
intimating	intimate
guarding	guard
lampooned	lampoon
finking	fink
convoluted	convolute
levelled	level
clubbier	clubby
endorsed	endorse
forestalling	forestall
left-overs	left-over
normalisations	normalisation
stanzas	stanza
tramples	trample
sensations	sensation
wireworms	wireworm
bellhops	bellhop
opines	opine
waybills	waybill
sailings	sailing
judging	judge
lay	lie
softenings	softening
tiers	tier
pictured	picture
resold	resell
conjunctivae	conjunctiva
valued	value
secondes	seconde
punchballs	punchball
coders	coder
repatriating	repatriate
closings	closing
curdles	curdle
vocalizations	vocalization
backbit	backbite
cumulated	cumulate
flecks	fleck
dioceses	diocese
cheerios	cheerio
growths	growth
maturities	maturity
ushered	usher
rupees	rupee
peaking	peak
hastened	hasten
co-exists	co-exist
co-sponsors	co-sponsor
tightest	tight
exhilarating	exhilarate
re-selected	re-select
redshifts	redshift
vasodilations	vasodilation
vela	velum
associateships	associateship
data	datum
saves	save
specula	speculum
re-growths	re-growth
sub-cultures	sub-culture
communicators	communicator
leagues	league
opportunities	opportunity
charterers	charterer
refractors	refractor
atria	atrium
bushier	bushy
reformations	reformation
vandals	vandal
targetting	target
leaned	lean
slain	slay
frogged	frog
colourants	colourant
post-graduates	post-graduate
capitalized	capitalize
under-estimated	under-estimate
ingratiates	ingratiate
subgroups	subgroup
fatigued	fatigue
poring	pore
parapets	parapet
profits	profit
resurfaces	resurface
emerging	emerge
avoids	avoid
stetsons	stetson
gutters	gutter
shadowed	shadow
instincts	instinct
metrologies	metrology
trickiest	tricky
battled	battle
sears	sear
singaporeans	singaporean
engraving	engrave
couples	couple
lifeboats	lifeboat
gamuts	gamut
revellers	reveller
constructing	construct
discusses	discus
bioterrorists	bioterrorist
marmites	marmite
flamencos	flamenco
expanders	expander
insides	inside
clays	clay
wrongdoers	wrongdoer
poisoned	poison
anterooms	anteroom
laypeople	layperson
balanced	balance
wintered	winter
domesticates	domesticate
formalised	formalise
maneuvering	maneuver
dissensions	dissension
deflects	deflect
radiators	radiator
manganites	manganite
quails	quail
osteomyelitides	osteomyelitis
acetyls	acetyl
biffed	biff
splints	splint
tracking	track
spruces	spruce
cors	cor
bankers	banker
madrigals	madrigal
nirvanas	nirvana
crooked	crook
romanising	romanise
t-squares	t-square
misspelling	misspell
reposing	repose
daiquiris	daiquiri
peonies	peony
reductases	reductase
tumorigeneses	tumorigenesis
pervading	pervade
cleanrooms	cleanroom
billets	billet
circumcised	circumcise
housekeepers	housekeeper
redeyes	redeye
limeys	limey
skittled	skittle
eluted	elute
anarchists	anarchist
vaguest	vague
yoked	yoke
glycosaminoglycans	glycosaminoglycan
adjusts	adjust
bereaves	bereave
acres	acre
reclaims	reclaim
spotting	spot
hydrolyzing	hydrolyze
suppressions	suppression
disestablished	disestablish
grads	grad
preprocessed	preprocess
pollsters	pollster
supplied	supply
avens	aven
goriest	gory
trines	trine
connects	connect
gestations	gestation
signalised	signalise
petals	petal
proscribes	proscribe
souffles	souffle
purloining	purloin
colonisations	colonisation
drips	drip
ice-caps	ice-cap
grapes	grape
outplays	outplay
veered	veer
jinxing	jinx
mvs	mv
dismounting	dismount
countrywomen	countrywoman
re-working	re-work
vanquishs	vanquish
convoking	convoke
scenting	scent
prereleases	prerelease
segregating	segregate
shucking	shuck
panicking	panic
laboured	labour
multis	multi
retards	retard
muzzling	muzzle
mars	mar
reigning	reign
pelleted	pellet
betrothed	betroth
snowballing	snowball
gametes	gamete
penumbrae	penumbra
kitbags	kitbag
monocultures	monoculture
uteri	uterus
contacts	contact
sales	sale
defragments	defragment
streakiest	streaky
bouncier	bouncy
innervations	innervation
goitres	goitre
drifts	drift
baulks	baulk
forty-fourths	forty-fourth
woodcuts	woodcut
miscued	miscue
governments	government
liquidising	liquidise
traumatised	traumatise
ys	y
storehouses	storehouse
generators	generator
analgesias	analgesia
warriors	warrior
justifies	justify
sterilizing	sterilize
mellows	mellow
periods	period
confesses	confess
protestants	protestant
propounded	propound
specs	spec
arose	arise
playbills	playbill
discountenanced	discountenance
week-ends	week-end
presided	preside
pitying	pity
haemophilias	haemophilia
gats	gat
cardigans	cardigan
feasibilities	feasibility
pylons	pylon
dodos	dodo
liquidating	liquidate
rastas	rasta
perfusions	perfusion
postulations	postulation
re-applies	re-apply
contra-indications	contra-indication
redacting	redact
shirttails	shirttail
massed	mass
climatologies	climatology
integrators	integrator
smacks	smack
leftovers	leftover
isthmuses	isthmus
optimizes	optimize
brooks	brook
busters	buster
briskest	brisk
loners	loner
egyptians	egyptian
channels	channel
exulted	exult
misdemeanors	misdemeanor
captivates	captivate
heaved	heave
horsewomen	horsewoman
spanning	span
shapes	shape
sophistries	sophistry
fans	fan
madams	madam
inactivities	inactivity
amounted	amount
multi-billions	multi-billion
flunks	flunk
lanced	lance
slavs	slav
uploaded	upload
counselled	counsel
ransomed	ransom
entrains	entrain
reflated	reflate
twinkling	twinkle
languages	language
bends	bend
remanded	remand
impressionists	impressionist
skinks	skink
enraging	enrage
floodlights	floodlight
sputtered	sputter
concessions	concession
bookbindings	bookbinding
spanned	span
dormancies	dormancy
pedalled	pedal
afforests	afforest
explodes	explode
guiltiest	guilty
wiredrew	wiredraw
railcards	railcard
charmers	charmer
stubbing	stub
venepunctures	venepuncture
deporting	deport
decoying	decoy
erosions	erosion
chain-smoking	chain-smoke
supercooling	supercool
dying	dye
taxis	taxi
mats	mat
vitiated	vitiate
excreted	excrete
defaulters	defaulter
sharecroppers	sharecropper
pre-selects	pre-select
spearing	spear
fistulae	fistula
androgens	androgen
meanies	meanie
croaking	croak
tanzanians	tanzanian
co-operating	co-operate
uncovers	uncover
petit-fours	petit-four
calcifies	calcify
instituting	institute
threshes	thresh
jumped	jump
annoyances	annoyance
decommissioned	decommission
dystonias	dystonia
knowledgebases	knowledgebase
blistering	blister
stunning	stun
scratching	scratch
eucharists	eucharist
self-doubts	self-doubt
consumptives	consumptive
rookeries	rookery
colonials	colonial
eloping	elope
obsessed	obsess
castigated	castigate
agitators	agitator
resettlements	resettlement
adding-machines	adding-machine
soled	sole
letterboxes	letterbox
abominates	abominate
tripods	tripod
undulated	undulate
abcesses	abcess
depresses	depress
intercrossed	intercross
solemnities	solemnity
encouraging	encourage
owed	owe
died	die
cliques	clique
tableaux	tableau
threading	thread
swathes	swathe
transfected	transfect
nuclides	nuclide
cottoning	cotton
staunches	staunch
banished	banish
biotechnologists	biotechnologist
deodorizes	deodorize
shambled	shamble
moves	move
mourners	mourner
liters	liter
hobbled	hobble
deep-froze	deep-freeze
travelogues	travelogue
peaches	peach
chiming	chime
carats	carat
orbits	orbit
solemnising	solemnise
manometers	manometer
pulsations	pulsation
trivialises	trivialise
prowled	prowl
taken	take
reconceptualised	reconceptualise
agaves	agave
reorganizations	reorganization
theorizes	theorize
embeds	embed
spaced	space
collared	collar
dyads	dyad
phytoestrogens	phytoestrogen
reprising	reprise
aping	ape
débuts	début
malignancies	malignancy
strangest	strange
considering	consider
expecting	expect
legations	legation
nettling	nettle
soughing	sough
smiles	smile
hospitalizing	hospitalize
quenches	quench
crossovers	crossover
ululated	ululate
assets	asset
meters	meter
nodi	nodus
nodding	nod
overwrites	overwrite
heavier	heavy
reconfirming	reconfirm
electrotherapies	electrotherapy
lopes	lope
poxes	pox
electing	elect
incurred	incur
ethics	ethic
over-wrote	over-write
norwegians	norwegian
supplicated	supplicate
sermons	sermon
elytra	elytron
reappointments	reappointment
sundews	sundew
proselytes	proselyte
wiredrawn	wiredraw
bachelors	bachelor
rhyolites	rhyolite
beehives	beehive
outbacks	outback
thirty-seventh	37
polymerizes	polymerize
clinging	cling
tulips	tulip
hatpins	hatpin
withstanding	withstand
fifty-eighths	fifty-eighth
off-shoots	off-shoot
topes	tope
tins	tin
smelting	smelt
slopes	slope
desolating	desolate
drapes	drape
brackens	bracken
sickrooms	sickroom
blacker	black
disconnected	disconnect
smothered	smother
nexuses	nexus
reassuring	reassure
profs	prof
pops	pop
precipitations	precipitation
parasitoids	parasitoid
overwriting	overwrite
forsaked	forsake
egos	ego
crazes	craze
keeling	keel
syringes	syrinx
crura	crus
stressed	stress
subscales	subscale
furs	fur
mends	mend
counterattacks	counterattack
declutching	declutch
breast-fed	breast-feed
guilders	guilder
subfamilies	subfamily
acidoses	acidosis
smorgasbords	smorgasbord
blow-dried	blow-dry
re-balanced	re-balance
foregone	forego
gapes	gape
randomising	randomise
scuttling	scuttle
eludes	elude
colluded	collude
hepatologies	hepatology
crisper	crisp
cables	cable
mimicked	mimick
defoliated	defoliate
debridements	debridement
re-assessing	re-assess
babies	baby
betting	bet
riddles	riddle
drachmas	drachma
hoarsest	hoarse
trilled	trill
conveners	convener
doubling	double
nurseries	nursery
cephalosporins	cephalosporin
multi-layers	multi-layer
teased	tease
situated	situate
weeks	week
expurgates	expurgate
outridden	outride
simplices	simplex
igniting	ignite
infested	infest
deducting	deduct
imparting	impart
straightens	straighten
secures	secure
rheostats	rheostat
locutions	locution
nourished	nourish
nighties	nightie
electrophysiologies	electrophysiology
physicals	physical
ceramicists	ceramicist
bouncing	bounce
writes	write
indented	indent
shrugged	shrug
sixty-thirds	sixty-third
yelling	yell
ententes	entente
furled	furl
grooming	groom
deviances	deviance
hijacks	hijack
driven	drive
surplices	surplice
forewings	forewing
corries	corrie
enteroviruses	enterovirus
importunes	importune
flanges	flange
pronated	pronate
enhancing	enhance
levering	lever
antimacassars	antimacassar
aubergines	aubergine
racisms	racism
wields	wield
vats	vat
diffractions	diffraction
malkins	malkin
urinated	urinate
accustomed	accustom
overcooking	overcook
readies	ready
davits	davit
tastes	taste
dogging	dog
nibs	nib
re-engineers	re-engineer
sellotaped	sellotape
streaking	streak
flasks	flask
face-lifts	face-lift
normalizers	normalizer
rationed	ration
paraphrases	paraphrasis
audiologists	audiologist
wilts	wilt
generalizes	generalize
headboards	headboard
weeing	wee
advertizes	advertize
memorialized	memorialize
shortlisted	shortlist
veins	vein
grudged	grudge
declining	decline
reoccurring	reoccur
unpicked	unpick
subtractions	subtraction
hoarded	hoard
efficacies	efficacy
footings	footing
moralized	moralize
copied	copy
straighteners	straightener
outrages	outrage
over-heats	over-heat
retributions	retribution
flaxseeds	flaxseed
parapsychologists	parapsychologist
gassiest	gassy
touching	touch
bookkeepers	bookkeeper
sends	send
asserting	assert
hungering	hunger
ionizes	ionize
pipetting	pipette
eighty-fourth	84
stonemasons	stonemason
widening	widen
communicants	communicant
filibusters	filibuster
resurveyed	resurvey
monocytogenes	monocytogene
singularities	singularity
parachuted	parachute
diverts	divert
fireproofed	fireproof
wanted	want
capered	caper
loots	loot
time-shares	time-share
bungling	bungle
staffers	staffer
sullies	sully
irked	irk
postcards	postcard
recodes	recode
jiffies	jiffy
inkier	inky
heiresses	heiress
liquidators	liquidator
vulgarities	vulgarity
typewrote	typewrite
sultrier	sultry
polyurethanes	polyurethane
descriptions	description
sheers	sheer
unnerved	unnerve
commemorating	commemorate
brachiopods	brachiopod
hurtles	hurtle
organ-grinders	organ-grinder
pre-defining	pre-define
gps	gp
heathens	heathen
disgraces	disgrace
deals	deal
whooped	whoop
neurologies	neurology
nightshades	nightshade
video-conferences	video-conference
tours	tour
winkled	winkle
stairwells	stairwell
blizzards	blizzard
rabbles	rabble
pipits	pipit
visioning	vision
noninterventions	nonintervention
overhanging	overhang
condescends	condescend
westerners	westerner
tormenting	torment
peones	peon
off-loads	off-load
pucks	puck
backbenches	backbench
telegraphed	telegraph
leading	lead
kingpins	kingpin
sunblocks	sunblock
mislabelling	mislabel
coolants	coolant
regiments	regiment
straights	straight
starters	starter
misbehaviours	misbehaviour
proficiencies	proficiency
dahs	dah
fuselages	fuselage
painkillers	painkiller
airguns	airgun
restrained	restrain
hitched	hitch
toed	toe
synthases	synthase
photocoagulations	photocoagulation
harsher	harsh
re-programmes	re-programme
scamming	scam
fielding	field
equalled	equal
giveaways	giveaway
jested	jest
solicited	solicit
familiarizing	familiarize
mossier	mossy
oranges	orange
ignominies	ignominy
bagels	bagel
buttonholed	buttonhole
fissures	fissure
cinders	cinder
marinas	marina
visages	visage
salivated	salivate
refering	refer
flunked	flunk
pillorying	pillory
re-learned	re-learn
institutionalisations	institutionalisation
broached	broach
vanities	vanity
sweated	sweat
peppered	pepper
tornados	tornado
eights	eight
leaving	leave
exudes	exude
swelters	swelter
addicted	addict
perks	perk
heaviest	heavy
ingots	ingot
engaged	engage
shallower	shallow
napalmed	napalm
anorexics	anorexic
ganglias	ganglia
cancels	cancel
rabble-rousers	rabble-rouser
resets	reset
decaffeinating	decaffeinate
detaches	detach
cheeks	cheek
preheats	preheat
decants	decant
duped	dupe
fabricated	fabricate
harder	hard
puking	puke
tsps	tsp
seeing	see
scorning	scorn
plimsolls	plimsoll
reclines	recline
hairiest	hairy
privies	privy
ranting	rant
gobbled	gobble
periscopes	periscope
pronunciations	pronunciation
languors	languor
evokes	evoke
trashes	trash
findings	finding
base-pairs	base-pair
creeps	creep
analyses	analysis
tinnier	tinny
mutts	mutt
resourced	resource
gems	gem
sexed	sex
makers	maker
encyclopaedias	encyclopaedia
glowering	glower
nailbrushes	nailbrush
grasshoppers	grasshopper
swallowed	swallow
debaters	debater
bulked	bulk
compasses	compass
swinges	swinge
restraints	restraint
demodulating	demodulate
isolations	isolation
tablets	tablet
lags	lag
fulfilled	fulfill
gall-bladders	gall-bladder
participations	participation
polarizing	polarize
prances	prance
worlds	world
puttering	putter
compromised	compromise
recruiting	recruit
dissociating	dissociate
schemed	scheme
topazes	topaz
speleothems	speleothem
remained	remain
reprieved	reprieve
imprisoning	imprison
deluged	deluge
anthropoids	anthropoid
sponging	sponge
footpaths	footpath
outmatches	outmatch
tweezers	tweezer
floated	float
laypersons	layperson
devotes	devote
gonadotropins	gonadotropin
breastbones	breastbone
morons	moron
lammed	lam
chokers	choker
feints	feint
coalmen	coalman
arbitrating	arbitrate
traced	trace
legalizing	legalize
predestines	predestine
wives	wife
engrailing	engrail
embargoes	embargo
cerebra	cerebrum
foraging	forage
waterproofed	waterproof
terraces	terrace
copiers	copier
electrochemistries	electrochemistry
flagellates	flagellate
seventy-firsts	seventy-first
allergenicities	allergenicity
sacs	sac
battalions	battalion
wavers	waver
pollinates	pollinate
pay-beds	pay-bed
compacts	compact
roadhogs	roadhog
life-expectancies	life-expectancy
overindulgences	overindulgence
wracked	wrack
embargos	embargo
decamping	decamp
proboscises	proboscis
remunerated	remunerate
specifiers	specifier
attiring	attire
condemnations	condemnation
kidding	kid
slenderer	slender
straightest	straight
airmen	airman
anthelmintics	anthelmintic
negations	negation
perjuring	perjure
shuts	shut
presbyteries	presbytery
equestrians	equestrian
memorializing	memorialize
blurbs	blurb
constructed	construct
regressing	regress
retrospections	retrospection
rehearsing	rehearse
bouffants	bouffant
allocations	allocation
cantered	canter
engrosses	engross
best-looking	good-looking
hauls	haul
republics	republic
assassins	assassin
dilettanti	dilettante
buboes	bubo
adopting	adopt
rantings	ranting
quislings	quisling
procuresses	procuress
pre-assessments	pre-assessment
pruned	prune
combos	combo
attuning	attune
clerkships	clerkship
moults	moult
welcomes	welcome
stir-frying	stir-fry
irides	iris
quins	quin
facepieces	facepiece
perplexed	perplex
oxidised	oxidise
engineers	engineer
mistaking	mistake
assents	assent
missed	miss
landfills	landfill
tuffs	tuff
sextiles	sextile
counterposes	counterpose
searchlights	searchlight
teetered	teeter
softened	soften
shamrocks	shamrock
prolapses	prolapse
smokers	smoker
bananas	banana
hqs	hq
interchangeabilities	interchangeability
sandblasted	sandblast
furnishes	furnish
hyperlinks	hyperlink
studied	study
exchanges	exchange
pyramids	pyramid
lunas	luna
pantheists	pantheist
waited	wait
nozzles	nozzle
compassing	compass
beastliest	beastly
sculptured	sculpture
lamps	lamp
axillae	axilla
fagging	fag
diagnosed	diagnose
beetled	beetle
huddles	huddle
midpoints	midpoint
sidearms	sidearm
abandoned	abandon
reevaluating	reevaluate
centerpieces	centerpiece
watched	watch
floatations	floatation
lenticels	lenticel
chastises	chastise
outliving	outlive
intersections	intersection
impurer	impure
fitted	fit
intermixed	intermix
issuances	issuance
baffling	baffle
casuals	casual
heaters	heater
grafting	graft
trusts	trust
cablegrams	cablegram
campers	camper
lousing	louse
bisexuals	bisexual
sunbeds	sunbed
metalling	metal
erected	erect
belying	bely
reputing	repute
simplicia	simplex
schmoozed	schmooze
flashiest	flashy
revealing	reveal
arsenics	arsenic
judiciaries	judiciary
numbs	numb
campylobacters	campylobacter
assortments	assortment
aberrations	aberration
paeans	paean
epileptics	epileptic
stutters	stutter
timetabled	timetable
inpatients	inpatient
cry-babies	cry-baby
matings	mating
reconsidered	reconsider
chiseled	chisel
pressurising	pressurise
terrifying	terrify
biodegrades	biodegrade
cartes	carte
mottes	motte
italicizes	italicize
gentrified	gentrify
wandered	wander
prevents	prevent
disclaimed	disclaim
patinas	patina
berating	berate
transversals	transversal
whoops	whoop
nefs	nef
erects	erect
totos	toto
silvers	silver
liturgies	liturgy
toughest	tough
coagulated	coagulate
endotoxins	endotoxin
relinquished	relinquish
crisscrossing	crisscross
electrocardiograms	electrocardiogram
cockscombs	cockscomb
germlines	germline
biasing	bias
contrives	contrive
overdrew	overdraw
porters	porter
ejectors	ejector
widths	width
pinups	pinup
racehorses	racehorse
decontaminated	decontaminate
buses	bus
phalanges	phalanx
evillest	evil
predicating	predicate
sledges	sledge
cations	cation
aids	aid
biomolecules	biomolecule
slurped	slurp
wayfarers	wayfarer
jibed	jibe
verbosest	verbose
upholsters	upholster
braked	brake
shoestrings	shoestring
amours	amour
denominates	denominate
sweetening	sweeten
hallmarks	hallmark
travelling	travel
snitches	snitch
slew	slay
comorbidities	comorbidity
deliria	delirium
lectionaries	lectionary
amazed	amaze
underuses	underuse
wrong-footed	wrong-foot
dads	dad
uncanniest	uncanny
anodes	anode
chieftains	chieftain
anesthetizes	anesthetize
air-shafts	air-shaft
sugared	sugar
baldest	bald
multiculturalisms	multiculturalism
microfilms	microfilm
jailing	jail
burrowed	burrow
details	detail
surmounted	surmount
stimulants	stimulant
chords	chord
curled	curl
prolapsing	prolapse
leeches	leech
salients	salient
joggers	jogger
dehydrates	dehydrate
buttonholing	buttonhole
fixations	fixation
stippled	stipple
outclasses	outclass
trads	trad
banisters	banister
expends	expend
parallelizes	parallelize
blest	bless
bolting	bolt
novelle	novella
pandering	pander
polishes	polish
mitoses	mitosis
funded	fund
dietitians	dietitian
finalists	finalist
frizzling	frizzle
patsies	patsy
scaled	scale
sundering	sunder
hoisting	hoist
jumps	jump
smote	smite
re-electing	re-elect
ravishing	ravish
overvalues	overvalue
self-describes	self-describe
lamming	lam
touchier	touchy
embraced	embrace
chunkiest	chunky
staidest	staid
execrated	execrate
co-ordinations	co-ordination
clothiers	clothier
extraditions	extradition
decamped	decamp
devilling	devil
designations	designation
triaged	triage
peppercorns	peppercorn
restorationing	restoration
ovipositors	ovipositor
ruffed	ruff
animosities	animosity
adaptabilities	adaptability
hydrae	hydra
steepnesses	steepness
jack-knifes	jack-knife
halts	halt
hajjes	hajj
wills	will
disrobes	disrobe
insetting	inset
sown	sow
stouter	stout
pyelonephritides	pyelonephritis
exemplifications	exemplification
fullers	fuller
polyethylenes	polyethylene
railing	rail
meioses	meiosis
prophylactics	prophylactic
roll-calls	roll-call
critics	critic
roughened	roughen
treasure-troves	treasure-trove
manicuring	manicure
containing	contain
reconfirms	reconfirm
befitting	befit
escorted	escort
purifying	purify
transparencies	transparency
analogs	analog
invertebrates	invertebrate
brownstones	brownstone
infomercials	infomercial
abacuses	abacus
cleansers	cleanser
lightnings	lightning
lives	life
tumbleweeds	tumbleweed
modernized	modernize
affairs	affair
inseminating	inseminate
coccyxes	coccyx
pageants	pageant
benigner	benign
mucking	muck
pared	pare
intensifications	intensification
heatings	heating
imbroglios	imbroglio
groupies	groupy
misruling	misrule
branding	brand
lankiest	lanky
leapfrogs	leapfrog
freewheels	freewheel
controled	control
trumps	trump
hook-ups	hook-up
morphemes	morpheme
spaniards	spaniard
genotyped	genotype
placeholders	placeholder
stymied	stymie
ballooning	balloon
ratings	rating
monoliths	monolith
rubber-stamping	rubber-stamp
stirrups	stirrup
gabbling	gabble
dissected	dissect
creams	cream
hallways	hallway
rubbishes	rubbish
adsorbents	adsorbent
kettles	kettle
cuffed	cuff
coffers	coffer
goggles	goggle
ninety-eighth	98
forcipes	forceps
contours	contour
eosins	eosin
sturgeons	sturgeon
wheeziest	wheezy
imperialists	imperialist
confusions	confusion
reversing	reverse
defeats	defeat
dragooned	dragoon
forty-thirds	forty-third
drawing	draw
styli	stylus
leukaemias	leukaemia
gastroenteritides	gastroenteritis
spattered	spatter
activities	activity
standardized	standardize
cossets	cosset
hennas	henna
religionists	religionist
uncoiling	uncoil
accessing	access
tangier	tangy
subsectors	subsector
stares	stare
criticising	criticise
serrating	serrate
blouses	blouse
decongestants	decongestant
newsstands	newsstand
masks	mask
gargles	gargle
aquas	aqua
intolerances	intolerance
loonier	loony
rudenesses	rudeness
captains	captain
copes	cope
patrolled	patrol
allurements	allurement
growing	grow
toddling	toddle
misstating	misstate
pheochromocytomata	pheochromocytoma
arseholes	arsehole
thrombocytoses	thrombocytosis
shoppers	shopper
baled	bale
oblongs	oblong
knocks	knock
procurements	procurement
pieces	piece
melodies	melody
relished	relish
leges	lex
inklings	inkling
hurrying	hurry
talkies	talkie
cooed	coo
plywoods	plywood
paddled	paddle
horsiest	horsey
reflating	reflate
quits	quit
yesteryears	yesteryear
rows	row
stoping	stope
manoeuvred	manoeuvre
footwears	footwear
cottagers	cottager
prowls	prowl
deputing	depute
restrictors	restrictor
outweighs	outweigh
flamingoes	flamingo
laundromats	laundromat
time-outs	time-out
revoking	revoke
pashminas	pashmina
popsicles	popsicle
exceedences	exceedence
draining	drain
mown	mow
cringing	cringe
centers	center
onsets	onset
yules	yule
creoles	creole
belligerents	belligerent
dollops	dollop
inhibitions	inhibition
elapsing	elapse
levitations	levitation
freckles	freckle
piroxicams	piroxicam
combating	combat
energising	energise
mistrusts	mistrust
ophthalmoscopies	ophthalmoscopy
secretariats	secretariat
sexiest	sexy
greyhounds	greyhound
heifers	heifer
amylases	amylase
sloshes	slosh
hieroglyphs	hieroglyph
replacing	replace
boogieing	boogie
timings	timing
counseling	counsel
servs	serv
aggregations	aggregation
fatted	fat
frontiers	frontier
remoter	remote
actives	active
serialises	serialise
residuals	residual
oligomers	oligomer
can-openers	can-opener
memorandums	memorandum
switches	switch
hybridizing	hybridize
leptins	leptin
sunbonnets	sunbonnet
subparts	subpart
asphyxiated	asphyxiate
popularized	popularize
ducts	duct
tandems	tandem
individuated	individuate
archways	archway
hydroquinones	hydroquinone
haws	haw
eight-hundredth	800
sparked	spark
persevering	persevere
tangs	tang
howdahs	howdah
bidders	bidder
cardiologists	cardiologist
histocompatibilities	histocompatibility
re-orientated	re-orientate
mockups	mockup
influencers	influencer
paras	para
endosulfans	endosulfan
newtons	newton
pending	pend
immunoglobulins	immunoglobulin
nobles	noble
axed	axe
obligates	obligate
yodelling	yodel
defeatists	defeatist
equalizers	equalizer
dissertations	dissertation
diddled	diddle
exceptions	exception
bestrewn	bestrew
straits	strait
toolkits	toolkit
speckling	speckle
holocausts	holocaust
commons	common
benefitting	benefit
buoying	buoy
repetitions	repetition
oxidising	oxidise
encephalomyelitides	encephalomyelitis
sweatshirts	sweatshirt
generics	generic
screeches	screech
cfcs	cfc
recrossing	recross
contraventions	contravention
clans	clan
vaunting	vaunt
cloning	clone
demobilizes	demobilize
dimensionalities	dimensionality
self-reflections	self-reflection
throttles	throttle
classier	classy
giblets	giblet
rhomboids	rhomboid
saturated	saturate
micro-manages	micro-manage
appaling	appal
medleys	medley
re-attached	re-attach
allured	allure
chivvies	chivvy
femmes	femme
effectivenesses	effectiveness
flatteries	flattery
sixty-first	61
instrumentalists	instrumentalist
beamlines	beamline
revivals	revival
docking	dock
delocalises	delocalise
puffers	puffer
genteeler	genteel
penciled	pencil
ferns	fern
scampering	scamper
dyslexias	dyslexia
worn	wear
sublets	sublet
reinstating	reinstate
shovelling	shovel
washes	wash
shrunk	shrink
financiers	financier
honoured	honour
distastes	distaste
diatribes	diatribe
gels	gel
fatting	fat
spokespersons	spokesperson
microwaved	microwave
tugging	tug
whelping	whelp
smartening	smarten
pharmaceuticals	pharmaceutical
endocrinologists	endocrinologist
booze-ups	booze-up
do-it-yourselfs	do-it-yourself
centenaries	centenary
wafted	waft
mangling	mangle
danker	dank
dirtied	dirty
discourages	discourage
denounced	denounce
externalising	externalise
photolyses	photolysis
post-independences	post-independence
overstresses	overstress
thymi	thymus
staves	stave
voted	vote
socials	social
squelches	squelch
